OBJECTID,landcoversLandCoverId,landcoversDataSource,landcoversMeasuredAt,siteName,landcoversMeasurementLatitude,landcoversMeasurementLongitude,elevation,landcoversMeasurementElevation,landcoversMucCode,landcoversMucDetails,landcoversMucDescription,landcoversDownwardExtraData,landcoversDownwardPhotoUrl,landcoversDryGround,landcoversEastClassifications,landcoversEastExtraData,landcoversEastPhotoUrl,landcoversFieldNotes,landcoversLeavesOnTrees,landcoversMuddy,landcoversNorthClassifications,landcoversNorthExtraData,landcoversNorthPhotoUrl,landcoversRainingSnowing,landcoversSnowIce,landcoversSouthClassifications,landcoversSouthExtraData,landcoversSouthPhotoUrl,landcoversStandingWater,landcoversUpwardExtraData,landcoversUpwardPhotoUrl,landcoversWestClassifications,landcoversWestExtraData,landcoversWestPhotoUrl
513,33755,GLOBE Observer App,6/25/20 23:30,14SPB937529,32.99760056,-96.92619324,139.3000031,139.8999939,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716564/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716555/original.jpg,(none),TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716554/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716556/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716563/original.jpg,null,null,null
514,33756,GLOBE Observer App,6/25/20 23:33,14SPB942526,32.99462128,-96.9210968,140.5,140.6000061,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716570/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716566/original.jpg,(none),TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716565/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716567/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716569/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716568/original.jpg
515,33757,GLOBE Observer App,6/25/20 23:37,14SPB947526,32.99456024,-96.91561127,153.199997,153.699997,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716576/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716572/original.jpg,(none),TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716571/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716573/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716575/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716574/original.jpg
516,33758,GLOBE Observer App,6/25/20 23:42,14SPB952526,32.99459839,-96.91040039,157.199997,156.5,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716582/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716578/original.jpg,(none),TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716577/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716579/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716581/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716580/original.jpg
517,33759,GLOBE Observer App,6/25/20 23:50,14SPB957526,32.99462891,-96.90505981,152.1000061,152.6000061,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716588/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716584/original.jpg,(none),TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716583/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716585/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716587/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716586/original.jpg
518,33760,GLOBE Observer App,6/25/20 23:59,14SPB932521,32.9905014,-96.93160248,140.8999939,140.8999939,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716594/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716590/original.jpg,(none),TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716589/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716591/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716593/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1716592/original.jpg
519,33761,GLOBE Observer App,6/26/20 0:07,14SPB937521,32.99034119,-96.92616272,140.199997,138.6000061,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/26/1716600/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/26/1716596/original.jpg,(none),TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/26/1716595/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/26/1716597/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/26/1716599/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/26/1716598/original.jpg
520,33762,GLOBE Observer App,6/26/20 0:11,14SPB942521,32.99018097,-96.92108917,140.3000031,140.3999939,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/26/1716606/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/26/1716602/original.jpg,(none),TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/26/1716601/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/26/1716603/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/26/1716605/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/26/1716604/original.jpg
521,33763,GLOBE Observer App,6/26/20 0:15,14SPB947521,32.99008942,-96.91557312,150.699997,152.5,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/26/1716612/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/26/1716608/original.jpg,(none),TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/26/1716607/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/26/1716609/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/26/1716611/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/26/1716610/original.jpg
522,33764,GLOBE Observer App,6/26/20 0:19,14SPB952521,32.9901886,-96.91042328,143.8000031,145.6000061,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/26/1716618/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/26/1716614/original.jpg,(none),TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/26/1716613/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/26/1716615/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/26/1716617/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/26/1716616/original.jpg
523,33843,GLOBE Observer App,6/27/20 23:27,14SPB868504,32.97679901,-97.0007019,142.3000031,142.3999939,null,,null,"(source: app, (compassData.horizon: -88.7795561070276))",https://data.globe.gov/system/photos/2020/06/27/1719294/original.jpg,TRUE,null,"(source: app, (compassData.horizon: -16.21636978076178))",https://data.globe.gov/system/photos/2020/06/27/1719290/original.jpg,No mosquito habitat,TRUE,FALSE,null,"(source: app, (compassData.horizon: -8.125501531717305))",https://data.globe.gov/system/photos/2020/06/27/1719289/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: -7.072986680224361))",https://data.globe.gov/system/photos/2020/06/27/1719291/original.jpg,FALSE,"(source: app, (compassData.horizon: 88.41335747129197))",https://data.globe.gov/system/photos/2020/06/27/1719293/original.jpg,null,"(source: app, (compassData.horizon: -13.554074524403887))",https://data.globe.gov/system/photos/2020/06/27/1719292/original.jpg
524,33844,GLOBE Observer App,6/27/20 23:31,14SPB873504,32.97610092,-96.99469757,144.3000031,143.6000061,null,,null,"(source: app, (compassData.horizon: -89.9342999357697))",https://data.globe.gov/system/photos/2020/06/27/1719300/original.jpg,TRUE,null,"(source: app, (compassData.horizon: -18.905557551716043))",https://data.globe.gov/system/photos/2020/06/27/1719296/original.jpg,No mosquito habitat,TRUE,FALSE,null,"(source: app, (compassData.horizon: -18.183085443020047))",https://data.globe.gov/system/photos/2020/06/27/1719295/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: -12.799971544513156))",https://data.globe.gov/system/photos/2020/06/27/1719297/original.jpg,FALSE,"(source: app, (compassData.horizon: 89.4209153161144))",https://data.globe.gov/system/photos/2020/06/27/1719299/original.jpg,null,"(source: app, (compassData.horizon: -25.014242518575998))",https://data.globe.gov/system/photos/2020/06/27/1719298/original.jpg
525,33845,GLOBE Observer App,6/27/20 23:34,14SPB878504,32.97660065,-96.98999786,140.699997,142.5,null,,null,"(source: app, (compassData.horizon: -18.101812032457374))",https://data.globe.gov/system/photos/2020/06/27/1719312/original.jpg,TRUE,null,"(source: app, (compassData.horizon: -18.957879922311477))",https://data.globe.gov/system/photos/2020/06/27/1719302/original.jpg,No mosquito habitat,TRUE,FALSE,null,"(source: app, (compassData.horizon: -25.040168768648797))",https://data.globe.gov/system/photos/2020/06/27/1719301/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: -20.172856983665326))",https://data.globe.gov/system/photos/2020/06/27/1719303/original.jpg,FALSE,"(source: app, (compassData.horizon: 83.59069034467667))",https://data.globe.gov/system/photos/2020/06/27/1719311/original.jpg,null,"(source: app, (compassData.horizon: -16.916042642179505))",https://data.globe.gov/system/photos/2020/06/27/1719307/original.jpg
526,33848,GLOBE Observer App,6/27/20 23:45,14SPB888504,32.9762001,-96.97930145,142.699997,143.1000061,null,,null,"(source: app, (compassData.horizon: -87.73102371184574))",https://data.globe.gov/system/photos/2020/06/27/1719324/original.jpg,TRUE,null,"(source: app, (compassData.horizon: -30.847334377026293))",https://data.globe.gov/system/photos/2020/06/27/1719320/original.jpg,No mosquito habitat,TRUE,FALSE,null,"(source: app, (compassData.horizon: -24.502979858688306))",https://data.globe.gov/system/photos/2020/06/27/1719319/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: -17.86514413131526))",https://data.globe.gov/system/photos/2020/06/27/1719321/original.jpg,FALSE,"(source: app, (compassData.horizon: 88.80520127628117))",https://data.globe.gov/system/photos/2020/06/27/1719323/original.jpg,null,"(source: app, (compassData.horizon: -20.08473402469859))",https://data.globe.gov/system/photos/2020/06/27/1719322/original.jpg
527,33852,GLOBE Observer App,6/28/20 0:01,14SPB883499,32.97190094,-96.98419952,146.5,144.3999939,null,,null,"(source: app, (compassData.horizon: -89.11292042280468))",https://data.globe.gov/system/photos/2020/06/28/1719348/original.jpg,TRUE,null,"(source: app, (compassData.horizon: -18.54995417947579))",https://data.globe.gov/system/photos/2020/06/28/1719344/original.jpg,No mosquito habitat,TRUE,FALSE,null,"(source: app, (compassData.horizon: -14.799813440803604))",https://data.globe.gov/system/photos/2020/06/28/1719343/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: -18.19021684451789))",https://data.globe.gov/system/photos/2020/06/28/1719345/original.jpg,FALSE,"(source: app, (compassData.horizon: 81.11889986406936))",https://data.globe.gov/system/photos/2020/06/28/1719347/original.jpg,null,"(source: app, (compassData.horizon: -24.997961842282223))",https://data.globe.gov/system/photos/2020/06/28/1719346/original.jpg
528,33853,GLOBE Observer App,6/28/20 0:07,14SPB879499,32.97129822,-96.9890976,147.6000061,146.6000061,null,,null,"(source: app, (compassData.horizon: -89.65354795470482))",https://data.globe.gov/system/photos/2020/06/28/1719354/original.jpg,TRUE,null,"(source: app, (compassData.horizon: -13.048023303246097))",https://data.globe.gov/system/photos/2020/06/28/1719350/original.jpg,No mosquito habitat,TRUE,FALSE,null,"(source: app, (compassData.horizon: -22.04868906869416))",https://data.globe.gov/system/photos/2020/06/28/1719349/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: -23.058484714426598))",https://data.globe.gov/system/photos/2020/06/28/1719351/original.jpg,FALSE,"(source: app, (compassData.horizon: 73.8780534481294))",https://data.globe.gov/system/photos/2020/06/28/1719353/original.jpg,null,"(source: app, (compassData.horizon: -13.067007920385876))",https://data.globe.gov/system/photos/2020/06/28/1719352/original.jpg
529,33854,GLOBE Observer App,6/28/20 0:12,14SPB874504,32.97660065,-96.99359894,143.3999939,141.1000061,null,,null,"(source: app, (compassData.horizon: -89.02569132685429))",https://data.globe.gov/system/photos/2020/06/28/1719360/original.jpg,TRUE,null,"(source: app, (compassData.horizon: -11.157555208950043))",https://data.globe.gov/system/photos/2020/06/28/1719356/original.jpg,No mosquito habitat,TRUE,FALSE,null,"(source: app, (compassData.horizon: -11.686866112338933))",https://data.globe.gov/system/photos/2020/06/28/1719355/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: -17.289210504064144))",https://data.globe.gov/system/photos/2020/06/28/1719357/original.jpg,FALSE,"(source: app, (compassData.horizon: 86.41896522885047))",https://data.globe.gov/system/photos/2020/06/28/1719359/original.jpg,null,"(source: app, (compassData.horizon: -15.879520852767556))",https://data.globe.gov/system/photos/2020/06/28/1719358/original.jpg
530,33855,GLOBE Observer App,6/28/20 0:19,14SPB868499,32.97169876,-97.00080109,147.1000061,147,null,,null,"(source: app, (compassData.horizon: -89.96750771742654))",https://data.globe.gov/system/photos/2020/06/28/1719366/original.jpg,TRUE,null,"(source: app, (compassData.horizon: -25.54682129627807))",https://data.globe.gov/system/photos/2020/06/28/1719362/original.jpg,No mosquito habitat,TRUE,FALSE,null,"(source: app, (compassData.horizon: -15.324716709615728))",https://data.globe.gov/system/photos/2020/06/28/1719361/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: -31.12919489934439))",https://data.globe.gov/system/photos/2020/06/28/1719363/original.jpg,FALSE,"(source: app, (compassData.horizon: 87.90585361289534))",https://data.globe.gov/system/photos/2020/06/28/1719365/original.jpg,null,"(source: app, (compassData.horizon: -11.732938960340675))",https://data.globe.gov/system/photos/2020/06/28/1719364/original.jpg
531,33865,GLOBE Observer App,6/25/20 12:19,14RPU188734,30.48719978,-97.7614975,262.6000061,262.2000122,M93,,"Urban, Roads and Parking","(source: app, (compassData.horizon: -86.2))",https://data.globe.gov/system/photos/2020/06/25/1719437/original.jpg,FALSE,"20% MUC 91 [Urban, Residential Property]; 30% MUC 93 [Urban, Roads and Parking]; 10% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 40% MUC 43 [Herbaceous/Grassland, Short Grass]","(source: app, (compassData.horizon: -16.299999999999997))",https://data.globe.gov/system/photos/2020/06/25/1719433/original.jpg,(none),TRUE,FALSE,"30% MUC 94 [Urban, Other]; 10% MUC 93 [Urban, Roads and Parking]; 50% MUC 43 [Herbaceous/Grassland, Short Grass]; 10% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]","(source: app, (compassData.horizon: -15.700000000000003))",https://data.globe.gov/system/photos/2020/06/25/1719432/original.jpg,FALSE,FALSE,"10% MUC 91 [Urban, Residential Property]; 70% MUC 93 [Urban, Roads and Parking]; 20% MUC 43 [Herbaceous/Grassland, Short Grass]","(source: app, (compassData.horizon: -19.700000000000003))",https://data.globe.gov/system/photos/2020/06/25/1719434/original.jpg,FALSE,"(source: app, (compassData.horizon: 88))",https://data.globe.gov/system/photos/2020/06/25/1719436/original.jpg,"10% MUC 43 [Herbaceous/Grassland, Short Grass]; 10% MUC 22 (l) [Shrubs, Loosely Spaced, Tall Deciduous]; 10% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 20% MUC 91 [Urban, Residential Property]; 50% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: -12.099999999999994))",https://data.globe.gov/system/photos/2020/06/25/1719435/original.jpg
532,32377,GLOBE Observer App,6/15/20 18:30,17TKF785839,41.37649918,-83.6486969,211,211,null,,null,"(source: app, (compassData.horizon: -89.6963831331303))",https://data.globe.gov/system/photos/2020/06/15/1688799/original.jpg,TRUE,null,"(source: app, (compassData.horizon: 14.367227979729208))",https://data.globe.gov/system/photos/2020/06/15/1688795/original.jpg,(none),TRUE,FALSE,null,"(source: app, (compassData.horizon: 5.842186201266799))",https://data.globe.gov/system/photos/2020/06/15/1688794/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: -0.0584123372725287))",https://data.globe.gov/system/photos/2020/06/15/1688796/original.jpg,FALSE,"(source: app, (compassData.horizon: 50.22448439096434))",https://data.globe.gov/system/photos/2020/06/15/1688798/original.jpg,null,"(source: app, (compassData.horizon: -2.651703755544233))",https://data.globe.gov/system/photos/2020/06/15/1688797/original.jpg
533,32383,GLOBE Observer App,6/15/20 19:04,17TKF785844,41.38100052,-83.6486969,208.199997,207.699997,null,,null,"(source: app, (compassData.horizon: -88.54948975576389))",https://data.globe.gov/system/photos/2020/06/15/1688840/original.jpg,TRUE,null,"(source: app, (compassData.horizon: -8.158657695792655))",https://data.globe.gov/system/photos/2020/06/15/1688836/original.jpg,(none),TRUE,FALSE,null,"(source: app, (compassData.horizon: -3.830959599126828))",https://data.globe.gov/system/photos/2020/06/15/1688835/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: -6.368729204001113))",https://data.globe.gov/system/photos/2020/06/15/1688837/original.jpg,FALSE,"(source: app, (compassData.horizon: 75.74330949059267))",https://data.globe.gov/system/photos/2020/06/15/1688839/original.jpg,null,"(source: app, (compassData.horizon: -6.279468074623722))",https://data.globe.gov/system/photos/2020/06/15/1688838/original.jpg
534,32384,GLOBE Observer App,6/15/20 19:12,17TKF784829,41.36750031,-83.64849854,212.8999939,213.6000061,null,,null,"(source: app, (compassData.horizon: -89.69003882672634))",https://data.globe.gov/system/photos/2020/06/15/1688846/original.jpg,TRUE,null,"(source: app, (compassData.horizon: -3.964481616376304))",https://data.globe.gov/system/photos/2020/06/15/1688842/original.jpg,(none),TRUE,FALSE,null,"(source: app, (compassData.horizon: -13.799995377484251))",https://data.globe.gov/system/photos/2020/06/15/1688841/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: -12.055991673190448))",https://data.globe.gov/system/photos/2020/06/15/1688843/original.jpg,FALSE,"(source: app, (compassData.horizon: 48.61479094553738))",https://data.globe.gov/system/photos/2020/06/15/1688845/original.jpg,null,"(source: app, (compassData.horizon: -8.045918683276625))",rejected
